Timestamp(ms),Current(uA)
42905.67,366.914
42905.68,366.914
42905.69,367.809
42905.7,366.467
42905.71,365.572
42905.72,366.914
42905.73,366.914
42905.74,365.572
42905.75,364.678
42905.76,367.809
42905.77,367.361
42905.78,370.493
42905.79,368.703
42905.8,370.045
42905.81,369.150
42905.82,368.703
42905.83,370.940
42905.84,372.282
42905.85,373.625
42905.86,375.415
42905.87,373.177
42905.88,373.625
42905.89,370.940
42905.9,372.730
42905.91,370.493
42905.92,372.730
42905.93,372.730
42905.94,374.520
42905.95,376.310
42905.96,376.757
42905.97,377.652
42905.98,378.548
42905.99,379.443
42906,382.577
42906.01,383.473
42906.02,378.995
42906.03,379.891
42906.04,378.548
42906.05,379.891
42906.06,382.577
42906.07,382.577
42906.08,382.577
42906.09,382.129
42906.1,383.025
42906.11,385.264
42906.12,384.368
42906.13,385.712
42906.14,386.608
42906.15,388.399
42906.16,388.399
42906.17,388.847
42906.18,387.504
42906.19,387.056
42906.2,388.847
42906.21,387.056
42906.22,383.920
42906.23,385.712
42906.24,387.056
42906.25,386.608
42906.26,385.264
42906.27,384.816
42906.28,383.920
42906.29,387.056
42906.3,385.712
42906.31,385.712
42906.32,385.264
42906.33,385.264
42906.34,384.368
42906.35,385.264
42906.36,381.234
42906.37,380.786
42906.38,377.652
42906.39,379.443
42906.4,378.100
42906.41,376.757
42906.42,378.548
42906.43,380.786
42906.44,381.682
42906.45,383.473
42906.46,385.264
42906.47,387.504
42906.48,387.504
42906.49,391.984
42906.5,390.191
42906.51,390.639
42906.52,393.328
42906.53,393.328
42906.54,394.224
42906.55,396.465
42906.56,398.258
42906.57,396.017
42906.58,397.362
42906.59,396.914
42906.6,397.362
42906.61,396.465
42906.62,392.880
42906.63,393.776
42906.64,392.432
42906.65,394.224
42906.66,392.880
42906.67,392.432
42906.68,390.191
42906.69,390.639
42906.7,388.399
42906.71,387.504
42906.72,388.847
42906.73,387.056
42906.74,383.473
42906.75,382.577
42906.76,382.129
42906.77,380.786
42906.78,381.234
42906.79,380.338
42906.8,381.682
42906.81,380.786
42906.82,381.682
42906.83,382.129
42906.84,383.025
42906.85,383.025
42906.86,382.129
42906.87,380.338
42906.88,375.862
42906.89,376.310
42906.9,375.415
42906.91,374.520
42906.92,373.177
42906.93,370.493
42906.94,371.387
42906.95,370.493
42906.96,372.730
42906.97,372.282
42906.98,370.493
42906.99,369.150
42907,370.493
42907.01,373.177
42907.02,373.177
42907.03,374.967
42907.04,372.282
42907.05,372.730
42907.06,374.520
42907.07,377.652
42907.08,378.100
42907.09,382.577
42907.1,382.577
42907.11,379.891
42907.12,379.891
42907.13,381.234
42907.14,380.786
42907.15,382.129
42907.16,383.920
42907.17,390.639
42907.18,391.087
42907.19,392.432
42907.2,395.121
42907.21,394.224
42907.22,398.258
42907.23,403.191
42907.24,404.536
42907.25,400.948
42907.26,395.569
42907.27,394.672
42907.28,391.087
42907.29,388.847
42907.3,387.056
42907.31,390.191
42907.32,392.432
42907.33,391.536
42907.34,391.536
42907.35,391.536
42907.36,392.880
42907.37,393.776
42907.38,394.224
42907.39,393.328
42907.4,388.847
42907.41,387.056
42907.42,384.368
42907.43,383.025
42907.44,383.025
42907.45,381.682
42907.46,383.473
42907.47,379.891
42907.48,379.891
42907.49,380.786
42907.5,378.995
42907.51,377.205
42907.52,375.415
42907.53,370.045
42907.54,370.940
42907.55,371.387
42907.56,370.493
42907.57,368.703
42907.58,370.045
42907.59,369.150
42907.6,366.914
42907.61,363.336
42907.62,358.419
42907.63,356.631
42907.64,354.844
42907.65,353.503
42907.66,351.716
42907.67,348.143
42907.68,347.696
42907.69,348.589
42907.7,349.929
42907.71,348.589
42907.72,347.249
42907.73,348.143
42907.74,347.696
42907.75,346.356
42907.76,345.016
42907.77,348.143
42907.78,350.376
42907.79,355.290
42907.8,357.972
42907.81,360.207
42907.82,361.548
42907.83,363.784
42907.84,361.101
42907.85,361.548
42907.86,361.101
42907.87,363.784
42907.88,363.336
42907.89,365.572
42907.9,366.020
42907.91,369.150
42907.92,369.150
42907.93,372.282
42907.94,374.520
42907.95,374.520
42907.96,376.310
42907.97,374.072
42907.98,375.862
42907.99,380.338
42908,385.264
42908.01,385.264
42908.02,385.264
42908.03,385.264
42908.04,385.264
42908.05,387.951
42908.06,388.399
42908.07,390.639
42908.08,389.743
42908.09,390.639
42908.1,395.121
42908.11,395.121
42908.12,397.810
42908.13,400.052
42908.14,401.845
42908.15,399.603
42908.16,403.191
42908.17,402.294
42908.18,406.779
42908.19,404.536
42908.2,402.742
42908.21,400.500
42908.22,399.155
42908.23,400.948
42908.24,402.742
42908.25,401.397
42908.26,399.155
42908.27,395.121
42908.28,393.776
42908.29,395.569
42908.3,395.569
42908.31,395.121
42908.32,394.672
42908.33,395.121
42908.34,392.432
42908.35,389.743
42908.36,385.712
42908.37,381.682
42908.38,379.891
42908.39,377.652
42908.4,377.652
42908.41,376.757
42908.42,374.072
42908.43,370.493
42908.44,368.703
42908.45,368.256
42908.46,366.914
42908.47,365.125
42908.48,365.572
42908.49,366.020
42908.5,366.914
42908.51,369.150
42908.52,368.703
42908.53,365.125
42908.54,364.231
42908.55,361.101
42908.56,361.548
42908.57,360.654
42908.58,360.207
42908.59,359.760
42908.6,363.336
42908.61,364.231
42908.62,367.809
42908.63,370.940
42908.64,372.282
42908.65,374.072
42908.66,375.415
42908.67,375.862
42908.68,375.415
42908.69,375.862
42908.7,376.757
42908.71,379.443
42908.72,385.264
42908.73,386.608
42908.74,390.639
42908.75,390.639
42908.76,390.639
42908.77,390.191
42908.78,391.087
42908.79,390.191
42908.8,392.432
42908.81,396.465
42908.82,398.707
42908.83,399.155
42908.84,402.294
42908.85,402.742
42908.86,400.052
42908.87,398.707
42908.88,399.155
42908.89,403.191
42908.9,404.536
42908.91,404.536
42908.92,406.330
42908.93,405.882
42908.94,406.779
42908.95,404.984
42908.96,404.087
42908.97,402.742
42908.98,404.984
42908.99,404.087
42909,405.882
42909.01,404.984
42909.02,402.294
42909.03,402.742
42909.04,404.087
42909.05,404.087
42909.06,404.536
42909.07,401.397
42909.08,397.810
42909.09,392.880
42909.1,393.328
42909.11,396.017
42909.12,396.465
42909.13,397.810
42909.14,396.017
42909.15,394.224
42909.16,391.536
42909.17,390.191
42909.18,390.639
42909.19,389.295
42909.2,387.951
42909.21,387.504
42909.22,384.816
42909.23,382.577
42909.24,380.338
42909.25,380.786
42909.26,377.205
42909.27,375.415
42909.28,372.730
42909.29,370.045
42909.3,367.809
42909.31,363.784
42909.32,359.313
42909.33,355.290
42909.34,355.290
42909.35,356.631
42909.36,355.290
42909.37,356.184
42909.38,356.631
42909.39,354.844
42909.4,354.844
42909.41,353.950
42909.42,349.482
42909.43,348.589
42909.44,347.249
42909.45,348.143
42909.46,347.696
42909.47,348.589
42909.48,349.929
42909.49,349.929
42909.5,351.269
42909.51,350.823
42909.52,350.823
42909.53,351.269
42909.54,352.163
42909.55,353.950
42909.56,357.972
42909.57,361.995
42909.58,363.784
42909.59,364.678
42909.6,366.914
42909.61,365.125
42909.62,367.361
42909.63,368.256
42909.64,372.282
42909.65,375.415
42909.66,377.205
42909.67,378.100
42909.68,380.338
42909.69,380.786
42909.7,380.786
42909.71,380.338
42909.72,378.995
42909.73,383.920
42909.74,388.399
42909.75,391.536
42909.76,394.224
42909.77,397.362
42909.78,401.397
42909.79,400.948
42909.8,402.294
42909.81,402.742
42909.82,403.191
42909.83,404.087
42909.84,405.433
42909.85,406.779
42909.86,410.817
42909.87,412.163
42909.88,414.856
42909.89,416.202
42909.9,414.856
42909.91,414.407
42909.92,413.509
42909.93,410.817
42909.94,409.022
42909.95,408.573
42909.96,406.330
42909.97,405.882
42909.98,404.087
42909.99,399.155
42910,394.224
42910.01,394.672
42910.02,397.810
42910.03,395.569
42910.04,393.328
42910.05,393.328
42910.06,390.191
42910.07,390.639
42910.08,391.536
42910.09,390.639
42910.1,387.951
42910.11,388.847
42910.12,384.368
42910.13,382.129
42910.14,380.786
42910.15,377.205
42910.16,375.862
42910.17,376.310
42910.18,373.177
42910.19,373.177
42910.2,374.072
42910.21,374.072
42910.22,372.282
42910.23,371.835
42910.24,370.940
42910.25,366.914
42910.26,367.361
42910.27,365.125
42910.28,361.995
42910.29,359.313
42910.3,358.866
42910.31,356.184
42910.32,353.950
42910.33,353.056
42910.34,351.269
42910.35,349.929
42910.36,349.036
42910.37,349.482
42910.38,349.482
42910.39,352.163
42910.4,352.610
42910.41,353.056
42910.42,350.376
42910.43,349.482
42910.44,346.356
42910.45,345.463
42910.46,345.463
42910.47,344.570
42910.48,349.482
42910.49,351.269
42910.5,353.056
42910.51,353.950
42910.52,354.844
42910.53,357.078
42910.54,355.737
42910.55,357.525
42910.56,359.313
42910.57,358.866
42910.58,359.313
42910.59,360.207
42910.6,363.784
42910.61,369.150
42910.62,371.835
42910.63,374.072
42910.64,373.177
42910.65,371.835
42910.66,374.072
42910.67,373.177
42910.68,378.100
42910.69,379.443
42910.7,382.577
42910.71,383.025
42910.72,386.160
42910.73,389.743
42910.74,394.224
42910.75,396.017
42910.76,396.465
42910.77,397.362
42910.78,401.397
42910.79,404.536
42910.8,404.087
42910.81,403.639
42910.82,403.191
42910.83,404.087
42910.84,406.779
42910.85,408.125
42910.86,412.163
42910.87,409.470
42910.88,407.227
42910.89,406.779
42910.9,409.022
42910.91,411.714
42910.92,410.817
42910.93,410.368
42910.94,407.676
42910.95,406.779
42910.96,407.676
42910.97,409.919
42910.98,409.919
42910.99,410.368
42911,409.919
42911.01,406.330
42911.02,402.294
42911.03,397.362
42911.04,396.914
42911.05,392.432
42911.06,388.399
42911.07,384.816
42911.08,383.920
42911.09,380.786
42911.1,379.891
42911.11,378.995
42911.12,378.548
42911.13,378.100
42911.14,375.415
42911.15,374.072
42911.16,373.625
42911.17,370.940
42911.18,372.730
42911.19,373.625
42911.2,375.415
42911.21,375.415
42911.22,374.072
42911.23,373.177
42911.24,371.835
42911.25,370.940
42911.26,373.177
42911.27,374.520
42911.28,375.862
42911.29,378.100
42911.3,376.757
42911.31,377.652
42911.32,379.443
42911.33,381.682
42911.34,381.682
42911.35,382.577
42911.36,384.816
42911.37,386.160
42911.38,387.056
42911.39,384.816
42911.4,383.025
42911.41,381.682
42911.42,385.264
42911.43,389.295
42911.44,389.295
42911.45,394.224
42911.46,392.432
42911.47,391.087
42911.48,390.639
42911.49,393.328
42911.5,393.776
42911.51,396.465
42911.52,397.810
42911.53,396.914
42911.54,396.914
42911.55,398.258
42911.56,399.603
42911.57,400.052
42911.58,400.052
42911.59,402.742
42911.6,405.882
42911.61,404.984
42911.62,403.639
42911.63,400.500
42911.64,399.603
42911.65,398.707
42911.66,395.569
42911.67,396.465
42911.68,394.224
42911.69,391.536
42911.7,388.847
42911.71,388.847
42911.72,387.056
42911.73,385.264
42911.74,383.920
42911.75,382.577
42911.76,380.338
42911.77,383.473
42911.78,383.920
42911.79,384.816
42911.8,381.234
42911.81,380.338
42911.82,376.310
42911.83,374.520
42911.84,374.072
42911.85,372.282
42911.86,371.387
42911.87,372.730
42911.88,370.493
42911.89,370.493
42911.9,368.256
42911.91,368.703
42911.92,370.045
42911.93,370.940
42911.94,372.730
42911.95,374.072
42911.96,373.177
42911.97,377.205
42911.98,375.415
42911.99,376.310
42912,377.652
42912.01,379.443
42912.02,379.443
42912.03,380.786
42912.04,379.891
42912.05,383.025
42912.06,385.712
42912.07,386.160
42912.08,385.264
42912.09,387.504
42912.1,385.712
42912.11,383.920
42912.12,384.368
42912.13,383.473
42912.14,382.129
42912.15,382.577
42912.16,380.786
42912.17,379.891
42912.18,378.995
42912.19,378.548
42912.2,378.100
42912.21,378.995
42912.22,379.891
42912.23,380.786
42912.24,378.548
42912.25,377.652
42912.26,378.100
42912.27,375.415
42912.28,374.967
42912.29,372.282
42912.3,370.940
42912.31,369.598
42912.32,370.940
42912.33,370.493
42912.34,370.940
42912.35,371.835
42912.36,370.493
42912.37,370.045
42912.38,369.150
42912.39,367.809
42912.4,369.598
42912.41,370.940
42912.42,371.835
42912.43,372.730
42912.44,374.072
42912.45,373.625
42912.46,372.282
42912.47,375.415
42912.48,373.625
42912.49,378.100
42912.5,379.891
42912.51,380.338
42912.52,377.652
42912.53,376.757
42912.54,378.548
42912.55,380.786
42912.56,384.816
42912.57,387.504
42912.58,389.743
42912.59,388.399
42912.6,387.951
42912.61,389.743
42912.62,391.536
42912.63,392.880
42912.64,394.224
42912.65,394.672
42912.66,391.087
42912.67,390.191
42912.68,387.951
42912.69,384.816
42912.7,379.891
42912.71,378.100
42912.72,374.967
42912.73,372.282
42912.74,371.835
42912.75,371.835
42912.76,372.730
42912.77,370.940
42912.78,370.493
42912.79,371.387
42912.8,373.625
42912.81,373.177
42912.82,371.835
42912.83,373.625
42912.84,375.862
42912.85,375.415
42912.86,376.310
42912.87,376.310
42912.88,376.310
42912.89,374.520
42912.9,374.520
42912.91,375.415
42912.92,375.862
42912.93,376.757
42912.94,374.967
42912.95,374.520
42912.96,374.967
42912.97,379.891
42912.98,379.443
42912.99,379.443
42913,379.443
42913.01,383.025
42913.02,382.129
42913.03,379.891
42913.04,381.682
42913.05,378.995
42913.06,380.338
42913.07,378.548
42913.08,375.415
42913.09,377.205
42913.1,377.652
42913.11,378.100
42913.12,376.757
42913.13,372.282
42913.14,375.415
42913.15,374.967
42913.16,378.100
42913.17,378.548
42913.18,375.862
42913.19,375.415
42913.2,374.520
42913.21,374.520
42913.22,374.072
42913.23,375.862
42913.24,378.100
42913.25,379.891
42913.26,380.338
42913.27,383.025
42913.28,380.338
42913.29,379.443
42913.3,382.129
42913.31,383.025
42913.32,385.264
42913.33,388.399
42913.34,389.743
42913.35,392.432
42913.36,391.984
42913.37,394.224
42913.38,391.984
42913.39,392.880
42913.4,391.536
42913.41,389.743
42913.42,387.504
42913.43,389.295
42913.44,390.191
42913.45,394.224
42913.46,396.017
42913.47,395.121
42913.48,397.362
42913.49,396.914
42913.5,396.017
42913.51,397.362
42913.52,397.362
42913.53,396.017
42913.54,397.810
42913.55,397.362
42913.56,399.155
42913.57,395.121
42913.58,393.328
42913.59,390.639
42913.6,391.087
42913.61,390.191
42913.62,388.847
42913.63,388.399
42913.64,385.712
42913.65,387.951
42913.66,387.951
42913.67,386.160
42913.68,382.577
42913.69,380.338
42913.7,374.072
42913.71,370.940
42913.72,372.730
42913.73,372.282
42913.74,372.282
42913.75,369.598
42913.76,368.256
42913.77,367.361
42913.78,363.784
42913.79,358.866
42913.8,358.419
42913.81,355.290
42913.82,356.631
42913.83,358.419
42913.84,363.784
42913.85,369.150
42913.86,370.493
42913.87,370.493
42913.88,370.940
42913.89,366.467
42913.9,366.467
42913.91,367.361
42913.92,369.150
42913.93,366.467
42913.94,366.914
42913.95,366.914
42913.96,370.045
42913.97,370.940
42913.98,370.493
42913.99,370.493
42914,370.940
42914.01,371.387
42914.02,374.520
42914.03,376.310
42914.04,373.177
42914.05,373.177
42914.06,370.493
42914.07,371.835
42914.08,373.625
42914.09,375.862
42914.1,373.625
42914.11,372.282
42914.12,371.387
42914.13,369.150
42914.14,366.467
42914.15,364.678
42914.16,363.336
42914.17,360.654
42914.18,363.784
42914.19,363.336
42914.2,361.548
42914.21,361.995
42914.22,360.207
42914.23,359.313
42914.24,360.207
42914.25,360.207
42914.26,361.101
42914.27,361.101
42914.28,365.572
42914.29,366.914
42914.3,371.387
42914.31,372.282
42914.32,373.177
42914.33,376.757
42914.34,382.577
42914.35,383.920
42914.36,384.816
42914.37,386.160
42914.38,387.056
42914.39,390.191
42914.4,390.639
42914.41,391.536
42914.42,395.569
42914.43,399.603
42914.44,402.742
42914.45,408.125
42914.46,411.265
42914.47,411.265
42914.48,410.368
42914.49,409.919
42914.5,409.919
42914.51,411.714
42914.52,410.817
42914.53,410.368
42914.54,411.265
42914.55,410.368
42914.56,407.227
42914.57,404.536
42914.58,404.087
42914.59,403.639
42914.6,401.845
42914.61,398.258
42914.62,401.845
42914.63,404.536
42914.64,405.882
42914.65,405.433
42914.66,401.845
42914.67,401.397
42914.68,400.052
42914.69,398.258
42914.7,401.397
42914.71,399.603
42914.72,396.465
42914.73,394.224
42914.74,390.639
42914.75,387.056
42914.76,387.056
42914.77,386.608
42914.78,387.056
42914.79,379.443
42914.8,377.652
42914.81,373.177
42914.82,373.177
42914.83,370.045
42914.84,366.020
42914.85,361.995
42914.86,358.419
42914.87,357.972
42914.88,355.290
42914.89,353.056
42914.9,350.823
42914.91,349.929
42914.92,350.823
42914.93,351.269
42914.94,351.269
42914.95,353.503
42914.96,353.503
42914.97,350.823
42914.98,351.269
42914.99,348.589
42915,347.249
42915.01,346.356
42915.02,349.482
42915.03,349.482
42915.04,351.269
42915.05,349.929
42915.06,352.610
42915.07,356.631
42915.08,358.419
42915.09,360.654
42915.1,360.654
42915.11,360.654
42915.12,359.313
42915.13,361.101
42915.14,361.101
42915.15,363.784
42915.16,365.572
42915.17,369.150
42915.18,370.940
42915.19,375.862
42915.2,378.995
42915.21,383.025
42915.22,385.712
42915.23,387.951
42915.24,388.847
42915.25,387.504
42915.26,388.399
42915.27,389.743
42915.28,390.191
42915.29,395.121
42915.3,397.362
42915.31,401.397
42915.32,402.294
42915.33,403.639
42915.34,405.882
42915.35,408.125
42915.36,409.470
42915.37,408.573
42915.38,409.919
42915.39,407.676
42915.4,407.676
42915.41,407.676
42915.42,407.676
42915.43,408.125
42915.44,406.779
42915.45,409.022
42915.46,409.470
42915.47,410.817
42915.48,408.125
42915.49,403.191
42915.5,400.500
42915.51,396.465
42915.52,398.707
42915.53,400.948
42915.54,400.052
42915.55,398.258
42915.56,397.810
42915.57,396.017
42915.58,392.880
42915.59,392.432
42915.6,386.608
42915.61,384.368
42915.62,383.473
42915.63,383.920
42915.64,382.577
42915.65,379.443
42915.66,374.072
42915.67,376.310
42915.68,373.625
42915.69,374.967
42915.7,373.177
42915.71,369.598
42915.72,368.703
42915.73,368.256
42915.74,366.467
42915.75,363.784
42915.76,365.125
42915.77,364.678
42915.78,361.995
42915.79,360.207
42915.8,359.760
42915.81,359.760
42915.82,361.101
42915.83,361.995
42915.84,364.231
42915.85,363.784
42915.86,361.995
42915.87,356.184
42915.88,356.184
42915.89,357.972
42915.9,360.207
42915.91,360.207
42915.92,361.101
42915.93,361.995
42915.94,363.336
42915.95,370.940
42915.96,373.625
42915.97,375.415
42915.98,374.072
42915.99,372.730
42916,372.730
42916.01,373.177
42916.02,374.072
42916.03,376.757
42916.04,381.234
42916.05,383.920
42916.06,385.264
42916.07,388.847
42916.08,391.087
42916.09,393.328
42916.1,397.810
42916.11,397.810
42916.12,400.052
42916.13,401.397
42916.14,404.087
42916.15,401.845
42916.16,402.294
42916.17,404.087
42916.18,403.191
42916.19,407.227
42916.2,405.882
42916.21,404.536
42916.22,405.433
42916.23,405.433
42916.24,403.639
42916.25,403.639
42916.26,401.397
42916.27,401.845
42916.28,403.191
42916.29,401.397
42916.3,397.362
42916.31,392.432
42916.32,390.639
42916.33,388.399
42916.34,386.608
42916.35,385.264
42916.36,386.160
42916.37,387.951
42916.38,387.056
42916.39,387.056
42916.4,385.712
42916.41,387.504
42916.42,387.056
42916.43,384.368
42916.44,380.338
42916.45,379.891
42916.46,376.310
42916.47,372.282
42916.48,373.177
42916.49,374.520
42916.5,374.520
42916.51,373.177
42916.52,369.598
42916.53,367.361
42916.54,361.995
42916.55,360.207
42916.56,357.972
42916.57,357.525
42916.58,357.078
42916.59,360.654
42916.6,360.654
42916.61,359.760
42916.62,359.760
42916.63,357.078
42916.64,355.290
42916.65,354.844
42916.66,353.950
42916.67,354.844
42916.68,355.737
42916.69,355.737
42916.7,358.419
42916.71,361.548
42916.72,366.914
42916.73,366.467
42916.74,362.442
42916.75,361.995
42916.76,360.654
42916.77,361.995
42916.78,363.784
42916.79,366.467
42916.8,368.703
42916.81,372.282
42916.82,373.177
42916.83,374.520
42916.84,372.282
42916.85,374.520
42916.86,377.205
42916.87,381.682
42916.88,384.816
42916.89,385.264
42916.9,385.264
42916.91,389.295
42916.92,391.536
42916.93,391.087
42916.94,391.536
42916.95,394.224
42916.96,396.465
42916.97,398.707
42916.98,396.465
42916.99,395.569
42917,399.155
42917.01,402.742
42917.02,407.227
42917.03,406.779
42917.04,405.433
42917.05,404.536
42917.06,404.087
42917.07,404.536
42917.08,404.087
42917.09,403.191
42917.1,402.742
42917.11,404.536
42917.12,408.125
42917.13,405.433
42917.14,402.742
42917.15,400.500
42917.16,399.155
42917.17,400.948
42917.18,401.845
42917.19,402.294
42917.2,401.397
42917.21,401.845
42917.22,404.984
42917.23,404.536
42917.24,403.191
42917.25,399.603
42917.26,397.810
42917.27,391.984
42917.28,388.847
42917.29,384.816
42917.3,384.816
42917.31,382.577
42917.32,381.234
42917.33,379.443
42917.34,380.786
42917.35,378.995
42917.36,377.205
42917.37,375.415
42917.38,375.862
42917.39,374.520
42917.4,370.493
42917.41,370.940
42917.42,370.940
42917.43,371.387
42917.44,373.177
42917.45,373.625
42917.46,374.967
42917.47,376.310
42917.48,376.310
42917.49,376.310
42917.5,374.072
42917.51,373.177
42917.52,372.282
42917.53,374.072
42917.54,377.652
42917.55,378.100
42917.56,378.995
42917.57,378.100
42917.58,380.786
42917.59,379.443
42917.6,379.891
42917.61,378.548
42917.62,378.548
42917.63,380.338
42917.64,384.368
42917.65,387.951
42917.66,390.639
42917.67,390.191
42917.68,392.432
42917.69,391.536
42917.7,391.536
42917.71,391.087
42917.72,393.328
42917.73,391.087
42917.74,393.328
42917.75,398.258
42917.76,399.155
42917.77,400.052
42917.78,399.603
42917.79,396.017
42917.8,394.224
42917.81,393.776
42917.82,392.880
42917.83,393.776
42917.84,394.672
42917.85,391.984
42917.86,391.087
42917.87,388.847
42917.88,386.608
42917.89,385.264
42917.9,380.786
42917.91,381.234
42917.92,380.786
42917.93,379.891
42917.94,384.816
42917.95,385.712
42917.96,383.025
42917.97,380.338
42917.98,382.577
42917.99,377.652
42918,382.577
42918.01,383.473
42918.02,379.443
42918.03,377.652
42918.04,379.443
42918.05,377.205
42918.06,374.967
42918.07,374.967
42918.08,373.177
42918.09,374.967
42918.1,373.177
42918.11,372.730
42918.12,371.835
42918.13,373.625
42918.14,375.415
42918.15,374.520
42918.16,373.177
42918.17,374.072
42918.18,375.415
42918.19,378.995
42918.2,381.682
42918.21,381.234
42918.22,379.443
42918.23,381.682
42918.24,380.786
42918.25,380.786
42918.26,377.205
42918.27,375.862
42918.28,372.730
42918.29,374.520
42918.3,376.757
42918.31,378.100
42918.32,378.995
42918.33,375.415
42918.34,370.493
42918.35,370.493
42918.36,370.940
42918.37,369.150
42918.38,365.125
42918.39,363.784
42918.4,363.784
42918.41,363.336
42918.42,364.678
42918.43,365.572
42918.44,367.361
42918.45,369.598
42918.46,369.150
42918.47,366.020
42918.48,363.784
42918.49,362.442
42918.5,360.654
42918.51,361.548
42918.52,361.995
42918.53,361.548
42918.54,363.336
42918.55,364.678
42918.56,368.703
42918.57,369.150
42918.58,370.493
42918.59,371.835
42918.6,374.072
42918.61,376.310
42918.62,382.129
42918.63,386.160
42918.64,385.264
42918.65,385.712
42918.66,387.056
42918.67,386.160
42918.68,384.816
42918.69,384.816
42918.7,384.816
42918.71,386.160
42918.72,389.295
42918.73,388.399
42918.74,390.639
42918.75,390.639
42918.76,389.743
42918.77,389.743
42918.78,388.399
42918.79,386.608
42918.8,389.295
42918.81,391.087
42918.82,393.328
42918.83,391.087
42918.84,392.432
42918.85,390.191
42918.86,388.847
42918.87,384.816
42918.88,380.786
42918.89,384.368
42918.9,384.816
42918.91,387.056
42918.92,386.608
42918.93,383.920
42918.94,385.264
42918.95,385.712
42918.96,383.025
42918.97,382.129
42918.98,378.995
42918.99,377.652
42919,376.310
42919.01,376.310
42919.02,374.072
42919.03,373.177
42919.04,372.730
42919.05,373.177
42919.06,370.493
42919.07,369.598
42919.08,367.361
42919.09,367.361
42919.1,369.150
42919.11,368.703
42919.12,370.045
42919.13,365.572
42919.14,361.995
42919.15,360.207
42919.16,363.784
42919.17,363.784
42919.18,364.231
42919.19,362.442
42919.2,362.442
42919.21,363.336
42919.22,365.125
42919.23,366.467
42919.24,365.125
42919.25,366.020
42919.26,367.809
42919.27,368.256
42919.28,369.598
42919.29,368.703
42919.3,370.493
42919.31,371.387
42919.32,376.757
42919.33,379.891
42919.34,380.338
42919.35,382.129
42919.36,383.473
42919.37,382.129
42919.38,383.920
42919.39,387.056
42919.4,387.056
42919.41,386.608
42919.42,389.743
42919.43,392.432
42919.44,396.914
42919.45,398.258
42919.46,401.397
42919.47,401.845
42919.48,402.742
42919.49,403.191
42919.5,402.742
42919.51,400.052
42919.52,401.845
42919.53,402.294
42919.54,403.639
42919.55,401.845
42919.56,400.948
42919.57,403.191
42919.58,401.397
42919.59,397.810
42919.6,398.258
42919.61,396.914
42919.62,394.672
42919.63,397.362
42919.64,398.258
42919.65,400.948
42919.66,399.155
42919.67,398.707
42919.68,399.155
42919.69,398.258
42919.7,396.914
42919.71,397.810
42919.72,395.121
42919.73,394.224
42919.74,391.984
42919.75,387.951
42919.76,387.056
42919.77,385.712
42919.78,387.056
42919.79,388.399
42919.8,387.951
42919.81,383.473
42919.82,381.234
42919.83,381.234
42919.84,383.025
42919.85,383.025
42919.86,382.129
42919.87,382.129
42919.88,383.473
42919.89,381.682
42919.9,379.443
42919.91,377.652
42919.92,378.548
42919.93,377.652
42919.94,377.652
42919.95,375.862
42919.96,371.387
42919.97,370.045
42919.98,367.809
42919.99,367.361
42920,363.336
42920.01,365.572
42920.02,362.442
42920.03,366.020
42920.04,369.150
42920.05,363.336
42920.06,365.572
42920.07,365.572
42920.08,365.572
42920.09,366.020
42920.1,366.467
42920.11,366.914
42920.12,363.784
42920.13,364.678
42920.14,363.336
42920.15,365.125
42920.16,366.914
42920.17,367.361
42920.18,364.678
42920.19,364.678
42920.2,361.548
42920.21,362.889
42920.22,365.125
42920.23,367.361
42920.24,370.493
42920.25,373.177
42920.26,372.282
42920.27,370.940
42920.28,371.835
42920.29,372.282
42920.3,374.072
42920.31,376.310
42920.32,375.862
42920.33,377.652
42920.34,377.652
42920.35,378.995
42920.36,379.443
42920.37,377.652
42920.38,379.891
42920.39,379.891
42920.4,378.548
42920.41,378.995
42920.42,376.310
42920.43,376.757
42920.44,375.415
42920.45,379.443
42920.46,381.234
42920.47,378.548
42920.48,378.548
42920.49,379.443
42920.5,379.443
42920.51,381.234
42920.52,383.025
42920.53,381.682
42920.54,383.473
42920.55,384.368
42920.56,386.160
42920.57,387.951
42920.58,390.639
42920.59,390.191
42920.6,391.536
42920.61,392.880
42920.62,393.776
42920.63,391.984
42920.64,392.432
42920.65,391.536
42920.66,393.776
42920.67,391.536
42920.68,389.743
42920.69,386.608
42920.7,385.712
42920.71,387.504
42920.72,387.056
42920.73,384.816
42920.74,383.025
42920.75,383.025
42920.76,381.682
42920.77,377.205
42920.78,372.282
42920.79,369.150
42920.8,366.914
42920.81,369.150
42920.82,368.256
42920.83,363.784
42920.84,361.995
42920.85,359.760
42920.86,359.313
42920.87,359.760
42920.88,356.631
42920.89,356.631
42920.9,354.844
42920.91,353.950
42920.92,356.184
42920.93,359.313
42920.94,360.207
42920.95,361.548
42920.96,364.678
42920.97,363.336
42920.98,361.995
42920.99,359.313
42921,361.101
42921.01,364.678
42921.02,369.150
42921.03,368.703
42921.04,368.703
42921.05,371.835
42921.06,371.835
42921.07,370.045
42921.08,373.625
42921.09,374.072
42921.1,375.862
42921.11,380.786
42921.12,383.473
42921.13,386.160
42921.14,387.056
42921.15,384.368
42921.16,384.368
42921.17,383.920
42921.18,383.473
42921.19,383.025
42921.2,386.160
42921.21,388.847
42921.22,390.639
42921.23,391.536
